Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Subcategory,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
WM-100259,2026-03-17,2026-03-23,First Class,CUST-3785,Cesar Baker,Home Office,United States,Mitchelltown,Pennsylvania,East,PROD-83170,Office Supplies,Storage,Storage Box,1345.9,8,414.45,No,Debit Card
WM-100260,2024-07-02,2024-07-05,First Class,CUST-2463,Kelly Lee,Consumer,United States,Kathrynstad,Texas,Central,PROD-56567,Technology,Phones,Google Pixel 8,1818.46,9,442.46,No,Debit Card
WM-100261,2025-05-12,2025-05-17,Same Day,CUST-4187,Diana Hays,Home Office,United States,Charleshaven,Michigan,Central,PROD-25704,Technology,Accessories,USB-C Hub,749.25,2,83.72,Yes,UPI
WM-100262,2025-03-13,2025-03-15,Second Class,CUST-6183,Gina Mcmillan,Home Office,United States,East Theresafurt,Michigan,Central,PROD-33639,Furniture,Chairs,Office Chair,869.82,10,262.49,No,Credit Card
WM-100263,2025-04-04,2025-04-10,Second Class,CUST-9021,Amber Taylor,Consumer,United States,East Carrie,North Carolina,South,PROD-26961,Office Supplies,Binders,Heavy Duty Binder,163.87,8,3.78,No,Net Banking
WM-100264,2025-05-17,2025-05-21,Standard Class,CUST-6279,Steven Taylor,Home Office,United States,Lindahaven,Virginia,South,PROD-34979,Technology,Accessories,USB-C Hub,31.58,9,-0.32,No,Credit Card
WM-100265,2025-09-01,2025-09-04,Second Class,CUST-2069,Ronald Patel,Consumer,United States,Franciscoport,Washington,West,PROD-49085,Furniture,Bookcases,Metal Bookcase,339.75,7,42.98,No,Cash on Delivery
WM-100266,2025-03-10,2025-03-13,Second Class,CUST-7609,Brian Butler,Consumer,United States,Thomastown,North Carolina,South,PROD-39939,Technology,Copiers,HP Copier,2490.42,8,153.57,No,Debit Card
WM-100267,2025-09-03,2025-09-04,Standard Class,CUST-1785,Walter Patton,Home Office,United States,Lauratown,Massachusetts,East,PROD-24170,Office Supplies,Binders,Ring Binder,929.15,1,63.96,No,Credit Card
WM-100268,2025-06-05,2025-06-06,Standard Class,CUST-5933,Mark Harvey,Corporate,United States,Lake Brett,California,West,PROD-96725,Technology,Accessories,USB-C Hub,1377.26,8,297.27,No,Credit Card
WM-100269,2024-06-21,2024-06-27,Same Day,CUST-4254,Melody Lee,Home Office,United States,Hernandezbury,Illinois,Central,PROD-36181,Technology,Phones,Google Pixel 8,1551.89,5,-75.57,Yes,Cash on Delivery
WM-100270,2025-04-13,2025-04-15,First Class,CUST-4842,Jennifer Hampton,Consumer,United States,Edwardsberg,Pennsylvania,East,PROD-11671,Office Supplies,Paper,Sticky Notes,117.73,8,36.46,No,Credit Card
WM-100271,2025-11-27,2025-11-28,Same Day,CUST-5850,Daniel Nguyen,Corporate,United States,Salaston,Nevada,West,PROD-70853,Furniture,Chairs,Executive Chair,1814.44,2,557.31,No,Credit Card
WM-100272,2024-10-09,2024-10-16,Standard Class,CUST-1158,Joseph Payne,Consumer,United States,Foxmouth,Washington,West,PROD-96947,Furniture,Tables,Coffee Table,1698.38,7,394.61,Yes,Debit Card
WM-100273,2024-12-05,2024-12-11,Same Day,CUST-8479,Edwin David,Corporate,United States,Chelseaborough,Ohio,Central,PROD-60556,Technology,Copiers,Canon Copier,250.52,6,-4.44,No,UPI
WM-100274,2025-11-15,2025-11-21,Same Day,CUST-3969,Emily Bailey,Home Office,United States,Kellieborough,Georgia,South,PROD-59774,Furniture,Chairs,Executive Chair,165.44,3,-8.82,No,Cash on Delivery
WM-100275,2025-11-04,2025-11-08,Standard Class,CUST-9598,Stephanie Foster,Home Office,United States,Keithshire,Washington,West,PROD-85582,Technology,Accessories,Wireless Mouse,1112.91,2,19.73,No,Net Banking
WM-100276,2025-01-08,2025-01-12,Second Class,CUST-1894,Tyler Miller,Consumer,United States,Stephanieberg,Pennsylvania,East,PROD-94331,Office Supplies,Storage,Storage Box,1661.05,4,194.12,No,Debit Card
WM-100277,2024-11-10,2024-11-13,Same Day,CUST-7607,Joshua Fitzpatrick,Consumer,United States,Douglasfort,Virginia,South,PROD-20332,Furniture,Chairs,Gaming Chair,617.41,5,-47.75,No,UPI
WM-100278,2024-11-29,2024-12-02,Standard Class,CUST-7609,Michael Schmidt,Corporate,United States,Derrickshire,Virginia,South,PROD-14696,Furniture,Tables,Coffee Table,314.39,8,73.99,Yes,Net Banking
WM-100279,2025-02-08,2025-02-13,Standard Class,CUST-4652,Ashlee Townsend,Corporate,United States,North Craig,California,West,PROD-53512,Office Supplies,Storage,File Organizer,1414.58,8,463.5,No,Net Banking
WM-100280,2025-04-09,2025-04-10,First Class,CUST-9973,Shirley Alvarez,Home Office,United States,New Tiffanyburgh,North Carolina,South,PROD-59006,Office Supplies,Paper,A4 Paper Pack,1903.11,4,-188.43,No,Credit Card
WM-100281,2025-02-01,2025-02-07,Second Class,CUST-2978,Anthony Mack,Corporate,United States,Port Tamara,Washington,West,PROD-38257,Technology,Phones,Google Pixel 8,1809.47,2,26.11,No,UPI
WM-100282,2026-03-19,2026-03-25,Same Day,CUST-9260,Susan Thompson,Consumer,United States,New Joanne,Pennsylvania,East,PROD-75382,Furniture,Tables,Dining Table,2096.92,10,-93.42,No,Credit Card
WM-100283,2025-04-01,2025-04-07,Same Day,CUST-7859,Charlotte Curry,Home Office,United States,North Wendy,Nevada,West,PROD-42537,Office Supplies,Paper,A4 Paper Pack,1454.81,3,-77.69,No,Cash on Delivery
WM-100284,2025-01-14,2025-01-16,Second Class,CUST-4291,Ashley Bird,Consumer,United States,Nancytown,North Carolina,South,PROD-91810,Technology,Accessories,Wireless Mouse,1043.61,9,36.02,No,Cash on Delivery
WM-100285,2025-07-09,2025-07-14,Same Day,CUST-7839,Todd Rosales MD,Home Office,United States,Shawnside,Illinois,Central,PROD-79979,Office Supplies,Storage,Storage Box,1365.38,6,299.92,No,Cash on Delivery
WM-100286,2024-10-01,2024-10-05,First Class,CUST-5105,Mariah Higgins,Consumer,United States,Port Daniel,Florida,South,PROD-18130,Office Supplies,Binders,Ring Binder,380.41,1,-3.82,No,Cash on Delivery
WM-100287,2025-08-12,2025-08-17,Second Class,CUST-9370,Cheryl Carr,Home Office,United States,Lake Matthewport,New York,East,PROD-47701,Technology,Accessories,Wireless Mouse,2172.73,9,628.31,No,Credit Card
WM-100288,2025-02-06,2025-02-11,Second Class,CUST-7025,Michael Lopez,Home Office,United States,Wilcoxhaven,Virginia,South,PROD-81645,Technology,Copiers,Canon Copier,153.43,5,-1.32,No,Net Banking
WM-100289,2024-12-06,2024-12-12,Same Day,CUST-1665,James Griffin,Corporate,United States,South Marcus,Massachusetts,East,PROD-46583,Technology,Accessories,Wireless Mouse,204.68,3,47.24,Yes,Net Banking
WM-100290,2025-08-23,2025-08-24,Standard Class,CUST-5934,Alexandra Valdez,Corporate,United States,Stephanieport,Illinois,Central,PROD-85061,Furniture,Bookcases,Metal Bookcase,839.8,3,-68.89,No,Net Banking
WM-100291,2025-05-24,2025-05-26,Standard Class,CUST-6724,Jared Shaw,Consumer,United States,North Elizabeth,Texas,Central,PROD-37964,Office Supplies,Paper,A4 Paper Pack,1311.1,9,-37.08,No,Cash on Delivery
WM-100292,2025-03-09,2025-03-14,Standard Class,CUST-6668,Colleen Anderson,Corporate,United States,Hannahport,Ohio,Central,PROD-41502,Technology,Phones,Google Pixel 8,1197.65,9,324.16,Yes,Net Banking
WM-100293,2025-09-10,2025-09-17,Standard Class,CUST-9468,Michael Durham,Corporate,United States,South Julie,New York,East,PROD-77411,Office Supplies,Paper,Sticky Notes,2363.57,7,36.55,No,Net Banking
WM-100294,2026-01-04,2026-01-06,Standard Class,CUST-2072,Rachel Fox,Consumer,United States,Port John,Virginia,South,PROD-97862,Furniture,Tables,Study Table,814.38,2,266.05,No,Debit Card
WM-100295,2024-08-23,2024-08-29,Standard Class,CUST-8523,Joshua Wagner,Home Office,United States,Christianshire,Florida,South,PROD-53478,Furniture,Bookcases,Metal Bookcase,2045.55,2,482.96,No,Credit Card
WM-100296,2025-07-06,2025-07-11,Same Day,CUST-8391,Michael Love,Home Office,United States,East Mark,California,West,PROD-63011,Furniture,Chairs,Gaming Chair,194.7,4,60.35,No,UPI
WM-100297,2025-05-09,2025-05-14,Standard Class,CUST-6860,Jody Palmer,Home Office,United States,Davishaven,Texas,Central,PROD-23911,Technology,Copiers,HP Copier,34.63,10,-2.48,Yes,Cash on Delivery
WM-100298,2025-05-22,2025-05-26,Second Class,CUST-7406,Elizabeth Johnson,Home Office,United States,Elliottside,Texas,Central,PROD-48663,Technology,Accessories,USB-C Hub,2058.86,1,233.26,No,Debit Card
WM-100299,2025-08-20,2025-08-21,First Class,CUST-4441,Jeff Graves,Home Office,United States,Lisaborough,Ohio,Central,PROD-55069,Furniture,Bookcases,Wooden Bookcase,123.6,10,20.83,Yes,Debit Card
WM-100300,2024-06-21,2024-06-26,Same Day,CUST-2198,Christopher Taylor,Corporate,United States,North Valeriefort,Georgia,South,PROD-98039,Furniture,Chairs,Office Chair,2090.18,4,-101.21,Yes,Credit Card
WM-100301,2025-05-11,2025-05-14,Second Class,CUST-6206,Susan Bennett,Corporate,United States,Brooksfurt,Texas,Central,PROD-69067,Furniture,Bookcases,Metal Bookcase,905.7,4,-49.8,Yes,Cash on Delivery
WM-100302,2024-08-28,2024-09-04,Second Class,CUST-4629,Joshua Rice,Home Office,United States,Lake Michelle,Illinois,Central,PROD-93995,Office Supplies,Storage,File Organizer,804.51,7,-19.4,No,UPI
WM-100303,2024-06-14,2024-06-18,Standard Class,CUST-3879,Julie Ball,Home Office,United States,Port Adam,Ohio,Central,PROD-89511,Furniture,Bookcases,Metal Bookcase,1167.86,6,290.38,No,Credit Card
WM-100304,2024-12-06,2024-12-12,Standard Class,CUST-7637,Christopher Lopez,Home Office,United States,Patelbury,Illinois,Central,PROD-37886,Office Supplies,Binders,Heavy Duty Binder,2218.11,2,504.27,Yes,Credit Card
WM-100305,2025-09-17,2025-09-21,Second Class,CUST-8613,Stacey Smith,Home Office,United States,North Lisachester,Michigan,Central,PROD-76900,Office Supplies,Binders,Heavy Duty Binder,573.8,10,131.95,No,Credit Card
WM-100306,2024-06-23,2024-06-30,Same Day,CUST-3608,Michael Brennan,Consumer,United States,North Craig,North Carolina,South,PROD-84233,Office Supplies,Binders,Ring Binder,2410.72,10,501.12,No,Net Banking
WM-100307,2025-05-03,2025-05-10,Standard Class,CUST-4387,Daniel Shields,Home Office,United States,Lake Bradley,New Jersey,East,PROD-57349,Technology,Phones,iPhone 15,1229.35,2,23.31,No,UPI
WM-100308,2024-11-25,2024-11-28,First Class,CUST-9918,Monique Flores,Home Office,United States,East Williamport,Virginia,South,PROD-32786,Furniture,Chairs,Executive Chair,276,9,51.09,No,UPI
WM-100309,2025-10-22,2025-10-27,First Class,CUST-8976,Jennifer Hill,Corporate,United States,Joelberg,North Carolina,South,PROD-89195,Office Supplies,Storage,Storage Box,643.93,4,85.24,No,Credit Card
WM-100310,2025-08-02,2025-08-07,First Class,CUST-2938,William David DDS,Home Office,United States,Lake Erika,New Jersey,East,PROD-40191,Furniture,Chairs,Office Chair,1615.82,4,-52.34,No,UPI
WM-100311,2024-09-20,2024-09-24,Standard Class,CUST-4992,Clinton Medina,Consumer,United States,Heatherchester,Texas,Central,PROD-26762,Technology,Copiers,Canon Copier,542.55,3,103.77,No,Net Banking
WM-100312,2026-03-25,2026-03-30,Same Day,CUST-1305,Renee Melendez,Home Office,United States,Port Jeremiah,Massachusetts,East,PROD-96736,Office Supplies,Storage,Storage Box,384.23,3,6.23,No,Cash on Delivery
WM-100313,2025-07-13,2025-07-20,Second Class,CUST-9369,David Harris,Corporate,United States,Faulknerside,Washington,West,PROD-31983,Technology,Copiers,Canon Copier,1214.54,4,332.38,No,Cash on Delivery
WM-100314,2025-07-18,2025-07-20,Second Class,CUST-2577,Cheryl Adams,Consumer,United States,South Melanieland,Florida,South,PROD-72373,Furniture,Tables,Coffee Table,289.25,4,39.11,No,Net Banking
WM-100315,2025-12-11,2025-12-13,Same Day,CUST-7068,Claire Clark,Consumer,United States,Port Charlesshire,California,West,PROD-79444,Furniture,Tables,Study Table,2256.92,9,614.75,No,UPI
WM-100316,2024-11-08,2024-11-15,First Class,CUST-8817,Tonya Wilson,Consumer,United States,Kevintown,New Jersey,East,PROD-20986,Technology,Accessories,Laptop Sleeve,1858.66,10,-104.14,No,Cash on Delivery
WM-100317,2025-04-01,2025-04-07,Same Day,CUST-4365,Kristen Rowe,Home Office,United States,Rochaborough,North Carolina,South,PROD-51405,Furniture,Chairs,Executive Chair,1977.77,10,267.28,Yes,UPI
WM-100318,2025-01-22,2025-01-27,First Class,CUST-7511,Jose Crawford,Consumer,United States,Owensstad,Texas,Central,PROD-64162,Furniture,Tables,Study Table,649.01,9,58.8,No,Net Banking
WM-100319,2026-01-09,2026-01-12,Second Class,CUST-2951,Suzanne Wood,Home Office,United States,Port Tinafort,Georgia,South,PROD-40116,Technology,Copiers,Canon Copier,2471.5,10,135.83,No,UPI
WM-100320,2025-12-24,2025-12-31,Second Class,CUST-7375,Dean Donovan,Home Office,United States,Williamsbury,New York,East,PROD-10693,Furniture,Bookcases,Metal Bookcase,859.33,9,151.51,Yes,Credit Card
WM-100321,2025-02-08,2025-02-09,Same Day,CUST-7564,Kelly Sanchez,Home Office,United States,Phillipsborough,New Jersey,East,PROD-96006,Office Supplies,Paper,A4 Paper Pack,672.47,6,-43.03,Yes,Net Banking
WM-100322,2025-12-11,2025-12-15,Second Class,CUST-3776,Katherine Jackson,Home Office,United States,Jonathanfort,Texas,Central,PROD-14726,Furniture,Bookcases,Metal Bookcase,46.56,9,1.34,Yes,Cash on Delivery
WM-100323,2025-06-11,2025-06-18,Standard Class,CUST-2124,Steve Mooney,Consumer,United States,Garyside,New York,East,PROD-82036,Furniture,Chairs,Gaming Chair,1010.6,7,83.33,No,Cash on Delivery
WM-100324,2026-02-22,2026-02-24,Second Class,CUST-7670,Pamela Gutierrez,Home Office,United States,New Arthurland,Ohio,Central,PROD-23954,Technology,Phones,Google Pixel 8,1147.8,7,182.17,No,Net Banking
WM-100325,2024-06-04,2024-06-07,Same Day,CUST-8923,Jesus Brown,Consumer,United States,North Jasmine,Oregon,West,PROD-54520,Technology,Phones,Google Pixel 8,2192.76,10,27.55,No,UPI
WM-100326,2024-06-02,2024-06-03,First Class,CUST-7757,Jennifer Smith,Corporate,United States,Hopkinstown,Florida,South,PROD-77699,Technology,Phones,Samsung Galaxy S24,969.03,4,198.27,No,Net Banking
WM-100327,2024-06-10,2024-06-14,Same Day,CUST-6142,Melissa Jordan,Corporate,United States,Amandaport,Oregon,West,PROD-38647,Furniture,Tables,Dining Table,1690.77,6,-111.23,No,Net Banking
WM-100328,2025-07-09,2025-07-13,Second Class,CUST-4755,Corey Fox,Consumer,United States,North Samantha,Illinois,Central,PROD-42728,Office Supplies,Storage,Storage Box,1848.04,4,426.79,No,Net Banking
WM-100329,2024-07-28,2024-08-03,Same Day,CUST-7081,Jared Cunningham,Home Office,United States,Josephfurt,Illinois,Central,PROD-51342,Furniture,Chairs,Office Chair,2390.33,8,421.23,Yes,UPI
WM-100330,2026-03-17,2026-03-21,Same Day,CUST-9859,William Santos,Consumer,United States,West Gabriella,Michigan,Central,PROD-75860,Furniture,Bookcases,Metal Bookcase,570.79,10,-24.14,No,Cash on Delivery
WM-100331,2025-07-31,2025-08-05,Same Day,CUST-2650,Mark Warner,Corporate,United States,North Richardfurt,Georgia,South,PROD-57395,Technology,Phones,Google Pixel 8,1160.98,1,-109.92,No,Net Banking
WM-100332,2025-08-10,2025-08-13,Same Day,CUST-7945,Valerie Jacobson,Consumer,United States,South Meganmouth,Illinois,Central,PROD-64931,Office Supplies,Paper,A4 Paper Pack,1188.94,10,64.67,No,Cash on Delivery
WM-100333,2025-06-01,2025-06-06,First Class,CUST-4863,Thomas Cohen,Home Office,United States,East Jasonshire,Michigan,Central,PROD-66651,Technology,Accessories,Wireless Mouse,345.23,10,72.05,Yes,UPI
WM-100334,2025-10-21,2025-10-28,Same Day,CUST-5915,Timothy Edwards,Corporate,United States,Rachelshire,Massachusetts,East,PROD-83680,Office Supplies,Binders,Heavy Duty Binder,44.16,7,5.51,No,Net Banking
WM-100335,2026-02-24,2026-02-25,Same Day,CUST-6483,Jennifer Jones,Corporate,United States,New Douglas,Nevada,West,PROD-57312,Furniture,Bookcases,Wooden Bookcase,554.36,5,63.44,Yes,Cash on Delivery
WM-100336,2026-03-07,2026-03-10,First Class,CUST-6818,Megan Fernandez,Corporate,United States,New John,Ohio,Central,PROD-98236,Furniture,Tables,Dining Table,2171.07,10,-22.73,No,Net Banking
WM-100337,2026-01-31,2026-02-03,Same Day,CUST-7631,Misty Mason DVM,Consumer,United States,Camposberg,Virginia,South,PROD-20369,Furniture,Tables,Study Table,1170.11,3,340.17,No,Debit Card
WM-100338,2025-02-16,2025-02-19,Same Day,CUST-6950,Lisa Larson,Home Office,United States,North Samuelland,Illinois,Central,PROD-86928,Technology,Accessories,Laptop Sleeve,1781.88,10,338.72,No,Net Banking
WM-100339,2026-01-26,2026-01-28,Second Class,CUST-3734,Katherine Kelly DVM,Corporate,United States,Anthonyview,Virginia,South,PROD-23501,Furniture,Chairs,Office Chair,1824.88,5,589.8,Yes,Credit Card
WM-100340,2025-10-23,2025-10-30,Standard Class,CUST-7387,Raymond Phillips,Corporate,United States,Lopezshire,Nevada,West,PROD-40062,Office Supplies,Binders,Ring Binder,1004.59,2,-53.48,No,Debit Card
WM-100341,2024-12-22,2024-12-27,First Class,CUST-8801,Michael Walters,Corporate,United States,Lake Charles,Michigan,Central,PROD-80855,Office Supplies,Binders,Ring Binder,2099.52,1,-176.74,No,Cash on Delivery
WM-100342,2024-08-07,2024-08-12,First Class,CUST-8891,Eric Ward,Home Office,United States,Stewartville,Georgia,South,PROD-39770,Office Supplies,Storage,Storage Box,1502.01,10,143.8,No,Credit Card
WM-100343,2024-10-20,2024-10-22,First Class,CUST-5698,Justin Hunt,Corporate,United States,Curtisland,North Carolina,South,PROD-80136,Technology,Accessories,USB-C Hub,772.86,1,104.72,No,Credit Card
WM-100344,2024-08-08,2024-08-15,Second Class,CUST-7745,Rachel Shields,Home Office,United States,North Christopherside,Virginia,South,PROD-67292,Technology,Phones,Samsung Galaxy S24,746.45,4,192.99,No,UPI
WM-100345,2025-12-12,2025-12-19,First Class,CUST-5664,Susan Spence,Home Office,United States,West Robertland,Massachusetts,East,PROD-79722,Office Supplies,Storage,File Organizer,958.33,5,-61.67,No,Cash on Delivery
WM-100346,2024-09-12,2024-09-15,Same Day,CUST-4076,Derrick Thomas,Corporate,United States,Lake Oscar,Georgia,South,PROD-12542,Furniture,Chairs,Office Chair,293.68,8,52.27,No,Debit Card
WM-100347,2025-01-15,2025-01-18,Standard Class,CUST-3468,Mr. David Wright,Consumer,United States,South Joshua,California,West,PROD-74694,Furniture,Chairs,Gaming Chair,330.1,8,75,No,Debit Card
WM-100348,2025-05-18,2025-05-22,Standard Class,CUST-5366,Eric Rush,Corporate,United States,Wheelerborough,Michigan,Central,PROD-19356,Technology,Accessories,USB-C Hub,1748.4,1,84.99,No,Net Banking
WM-100349,2026-02-11,2026-02-18,Second Class,CUST-1549,Jessica Jordan,Consumer,United States,Meaganfurt,Georgia,South,PROD-70402,Furniture,Tables,Coffee Table,51.29,4,3.75,No,Credit Card
WM-100350,2025-11-19,2025-11-22,First Class,CUST-8884,Ernest Oconnell,Home Office,United States,West Malik,New Jersey,East,PROD-49166,Technology,Copiers,Canon Copier,413.36,1,97.19,Yes,Debit Card
WM-100351,2025-08-18,2025-08-20,Standard Class,CUST-7484,Erika Ramirez,Consumer,United States,Kellyfort,Texas,Central,PROD-11170,Office Supplies,Binders,Ring Binder,1589.61,6,-148.18,No,Credit Card
WM-100352,2024-10-30,2024-11-01,Standard Class,CUST-6824,Kimberly Maldonado,Home Office,United States,Diazshire,Georgia,South,PROD-30174,Technology,Phones,iPhone 15,1259.8,10,65.87,Yes,Net Banking
WM-100353,2025-05-03,2025-05-08,Second Class,CUST-1349,Sandra Jones,Home Office,United States,Lake Stevenborough,Washington,West,PROD-59514,Technology,Phones,Samsung Galaxy S24,1975.63,6,518.58,No,Cash on Delivery
WM-100354,2025-10-01,2025-10-05,Second Class,CUST-9906,David Moore,Corporate,United States,Chambersberg,Pennsylvania,East,PROD-52425,Furniture,Tables,Study Table,1406.38,9,300.5,No,UPI
WM-100355,2025-05-11,2025-05-15,Standard Class,CUST-9289,Karen Morales DDS,Corporate,United States,Mccormickland,Illinois,Central,PROD-34318,Furniture,Bookcases,Wooden Bookcase,753.27,5,108.26,No,Credit Card
WM-100356,2025-11-23,2025-11-29,Second Class,CUST-5638,Kimberly Little,Corporate,United States,Stephensstad,Illinois,Central,PROD-63713,Technology,Copiers,HP Copier,2418.56,7,-35.21,No,Cash on Delivery
WM-100357,2024-10-04,2024-10-05,Second Class,CUST-2753,Amanda Terrell,Corporate,United States,North Kaylastad,California,West,PROD-35115,Office Supplies,Storage,Storage Box,2091.28,3,-41.02,Yes,Credit Card
WM-100358,2026-02-05,2026-02-06,Second Class,CUST-9051,Adam Green,Consumer,United States,Rasmussenmouth,Nevada,West,PROD-71349,Office Supplies,Paper,Sticky Notes,928.56,10,207.1,Yes,Credit Card
WM-100359,2025-05-22,2025-05-29,First Class,CUST-2276,Leah Mason,Consumer,United States,South Neil,Michigan,Central,PROD-78089,Technology,Copiers,HP Copier,1549.99,9,-126.64,Yes,Credit Card
WM-100360,2024-08-17,2024-08-19,Same Day,CUST-2728,Thomas Miller,Home Office,United States,Whitneyfort,Washington,West,PROD-85571,Office Supplies,Paper,A4 Paper Pack,1324.96,4,207.37,No,Cash on Delivery
WM-100361,2025-05-16,2025-05-21,First Class,CUST-6163,Kelly Bailey,Home Office,United States,West Larry,Virginia,South,PROD-52553,Furniture,Chairs,Office Chair,1015.86,6,199,No,Cash on Delivery
WM-100362,2025-01-30,2025-02-04,First Class,CUST-8412,Andrew Page,Corporate,United States,South Jennifermouth,Virginia,South,PROD-62047,Office Supplies,Paper,A4 Paper Pack,1373.15,7,335.83,No,Credit Card
WM-100363,2025-11-04,2025-11-07,Standard Class,CUST-5521,Tara Yang,Home Office,United States,Port Matthewville,Oregon,West,PROD-77013,Office Supplies,Binders,Ring Binder,36.29,4,-0.12,No,Net Banking
WM-100364,2025-08-05,2025-08-07,Second Class,CUST-5198,Joel Salinas,Corporate,United States,New Ethan,New York,East,PROD-22046,Furniture,Tables,Coffee Table,363.25,6,109.1,No,Net Banking
WM-100365,2025-04-28,2025-05-05,First Class,CUST-1612,Omar Ware,Home Office,United States,East Danielle,Georgia,South,PROD-85534,Office Supplies,Binders,Heavy Duty Binder,1216.68,8,330.41,Yes,UPI
WM-100366,2024-05-31,2024-06-04,Standard Class,CUST-7266,Christine Goodwin,Consumer,United States,Vargasfurt,California,West,PROD-49948,Technology,Accessories,USB-C Hub,2327.01,2,678.1,No,Net Banking
WM-100367,2024-10-20,2024-10-23,Same Day,CUST-9269,Craig Wilson,Consumer,United States,New Cristianside,Oregon,West,PROD-39109,Office Supplies,Storage,Storage Box,1265.96,4,-39.32,No,UPI
WM-100368,2025-09-03,2025-09-04,Standard Class,CUST-7529,James Wilson,Home Office,United States,Rosemouth,Michigan,Central,PROD-66949,Furniture,Chairs,Gaming Chair,1200.12,1,176.02,No,Debit Card
WM-100369,2026-02-19,2026-02-23,Second Class,CUST-2173,Rebecca Sellers,Corporate,United States,Meganburgh,New Jersey,East,PROD-66369,Office Supplies,Binders,Heavy Duty Binder,1637.58,4,249.77,No,Cash on Delivery
WM-100370,2024-11-29,2024-12-02,First Class,CUST-3773,Clayton Steele,Corporate,United States,Lake Dennisville,California,West,PROD-90769,Office Supplies,Paper,Sticky Notes,883.8,6,48.64,Yes,UPI
WM-100371,2025-08-17,2025-08-23,Second Class,CUST-3419,Cody Reid,Corporate,United States,Barnesberg,New Jersey,East,PROD-11800,Furniture,Chairs,Office Chair,947.08,2,-46.82,Yes,Cash on Delivery
WM-100372,2025-01-07,2025-01-10,Same Day,CUST-3315,Ernest Hayes,Home Office,United States,New Garrett,Oregon,West,PROD-97590,Technology,Accessories,Wireless Mouse,538.34,9,-2.51,No,Credit Card
WM-100373,2025-06-08,2025-06-11,Standard Class,CUST-2091,Robert Maynard,Corporate,United States,Port Michaeltown,Florida,South,PROD-96556,Technology,Phones,iPhone 15,517.73,10,11.43,No,Cash on Delivery
WM-100374,2025-04-15,2025-04-19,First Class,CUST-8940,Jill Jackson,Home Office,United States,Ortizfort,Texas,Central,PROD-79672,Furniture,Tables,Study Table,593.3,7,76.44,Yes,Credit Card
WM-100375,2024-06-22,2024-06-23,Same Day,CUST-3572,Joshua Jackson,Consumer,United States,Port Kathleenport,Massachusetts,East,PROD-55453,Office Supplies,Paper,A4 Paper Pack,633.53,9,23.58,No,Cash on Delivery
WM-100376,2025-07-28,2025-08-04,First Class,CUST-4695,Laura Adams,Consumer,United States,Cunninghamfort,Ohio,Central,PROD-54798,Furniture,Bookcases,Metal Bookcase,173.78,5,51.34,Yes,UPI
WM-100377,2026-01-08,2026-01-12,First Class,CUST-8359,Kimberly Fritz,Home Office,United States,Amberton,New York,East,PROD-27271,Office Supplies,Paper,A4 Paper Pack,616.09,3,56.62,No,Debit Card
WM-100378,2025-01-14,2025-01-20,Second Class,CUST-6201,Amanda Baker,Consumer,United States,Lake Mariabury,Massachusetts,East,PROD-83051,Furniture,Tables,Study Table,2248.64,3,210.31,No,Net Banking
WM-100379,2026-01-20,2026-01-21,Same Day,CUST-5485,Christine Rojas,Consumer,United States,South Michelleville,Washington,West,PROD-34632,Technology,Phones,Google Pixel 8,1918.28,7,637.9,No,Credit Card
WM-100380,2024-10-03,2024-10-08,Standard Class,CUST-6886,Rachel Li,Consumer,United States,Michellechester,Massachusetts,East,PROD-72469,Furniture,Bookcases,Metal Bookcase,1426.27,4,240.13,No,Debit Card
WM-100381,2025-09-03,2025-09-07,Standard Class,CUST-5421,Erica Padilla,Corporate,United States,New Michaelview,North Carolina,South,PROD-39170,Furniture,Tables,Coffee Table,361.03,4,0.66,No,Debit Card
WM-100382,2026-04-27,2026-05-01,Same Day,CUST-1685,Anna Estes,Home Office,United States,Ashleyhaven,New York,East,PROD-59856,Furniture,Tables,Study Table,1725.9,8,516.76,No,Cash on Delivery
WM-100383,2026-04-01,2026-04-05,Same Day,CUST-1643,Meredith Anderson,Home Office,United States,Sellersview,Florida,South,PROD-60777,Office Supplies,Binders,Heavy Duty Binder,2070.99,1,610.94,No,Net Banking
WM-100384,2024-12-06,2024-12-09,First Class,CUST-1893,Megan Burns,Home Office,United States,Lake Marc,Washington,West,PROD-77760,Technology,Accessories,USB-C Hub,1938.72,5,208.62,No,Debit Card
WM-100385,2025-05-14,2025-05-16,First Class,CUST-8387,Robert Mack,Consumer,United States,Courtneyfurt,Virginia,South,PROD-33445,Furniture,Bookcases,Wooden Bookcase,1951.25,9,-76.32,No,UPI
WM-100386,2025-11-18,2025-11-24,Standard Class,CUST-2870,Jackie Clements,Home Office,United States,Robertsonview,New Jersey,East,PROD-68903,Furniture,Tables,Coffee Table,1628.47,3,363.59,Yes,Cash on Delivery
WM-100387,2025-12-16,2025-12-20,Second Class,CUST-3656,Madison Terry,Consumer,United States,Brandiland,Nevada,West,PROD-33444,Office Supplies,Storage,Storage Box,1384.86,1,340.28,No,Credit Card
WM-100388,2025-04-26,2025-04-29,Standard Class,CUST-5146,Kathleen Morris,Consumer,United States,Port Amandaborough,North Carolina,South,PROD-70115,Technology,Copiers,Canon Copier,1573.6,2,478.92,No,UPI
